time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,geofence_breach_active,flight_mode,active_setpoint_source,safety_status,event_code,system_supervisor_keepalive
0.72,1.0365855598668383,1.1860632397037107,-0.00021786619381654034,0.0,0.0,1.44,-0.3527486555950333,1.9544823677777163,-2.1265337387064367,130.15917037669055,-130.15917037669055,121.9570321956977,-103.16112043930931,1.0,6.0,30.0,0.0,64.0,0.031
0.73,1.0685434528192481,1.2209081449533232,-0.0002208402977092799,0.0,0.0,1.46,1.287506691434534,-2.8477416018357014,-2.365442370773303,130.15917037669055,-130.15917037669055,87.31103434565914,-130.15917037669055,1.0,6.0,30.0,0.0,64.0,0.031
0.74,1.1010020954562796,1.2562515992967442,-0.00022425898770011036,0.0,0.0,1.48,0.08757514220288307,0.06827077634994594,2.0167331207176926,101.48645891062966,-130.15917037669055,130.15917037669055,-128.18589095934766,1.0,6.0,30.0,0.0,64.0,0.031
0.75,1.1339397764523698,1.29212645734493,-0.00022779558785215764,0.0,0.0,1.5,-0.2002568959695528,2.0618250689047026,-2.905162217849194,130.15917037669055,-130.15917037669055,121.35575252216901,-103.76240011283804,1.0,6.0,30.0,0.0,64.0,0.031
0.76,1.1672960626575732,1.3285281280723185,-0.00023048162229474443,0.0,0.0,1.52,1.4160166298570835,-2.775085696801465,-2.949528037892774,130.15917037669055,-125.84832093710614,99.26983169790088,-125.84832093710614,1.0,6.0,30.0,0.0,64.0,0.031
0.77,1.2011559768332916,1.3654437812207343,-0.0002335760910377739,0.0,0.0,1.54,0.10912690794618332,0.17691988261254218,1.370965294323874,105.70553397721727,-128.70950465551323,130.15917037669055,-120.0810368958029,1.0,6.0,30.0,0.0,64.0,0.031
0.78,1.2355183420817826,1.4029179051029728,-0.0002365109557575108,0.0,0.0,1.56,-0.08112046772322404,2.057556473633799,2.594966228492541,130.15917037669055,-130.15917037669055,128.93116756572573,-96.18698506928132,1.0,6.0,30.0,0.0,64.0,0.031
0.79,1.2703592931085737,1.4409418166805144,-0.00023919778686886802,0.0,0.0,1.58,1.4300700554156567,-2.7415068542830725,2.654734650807182,130.15917037669055,-115.21859653456204,109.89955610044501,-115.21859653456204,1.0,6.0,30.0,0.0,64.0,0.031
0.8,1.305697134040909,1.4794430432982884,-0.00024283503232109114,0.0,0.0,1.6,0.2010137535297571,0.20151972310778957,0.6984193795077104,114.1999547879926,-118.59306719814225,130.15917037669055,-116.86392256475082,1.0,6.0,30.0,0.0,64.0,0.031
0.81,1.341491785386013,1.51848991457578,-0.0002459108738749865,0.0,0.0,1.6200000000000003,0.06138526882447538,2.1683992638878196,1.8426884352584967,130.15917037669055,-130.15917037669055,130.15917037669055,-91.03671892211379,1.0,6.0,30.0,0.0,64.0,0.031
0.8200000000000001,1.3777281383147524,1.5580659073622551,-0.00024871200605880965,0.0,0.0,1.6400000000000001,1.5695231752645793,-2.7182388401750304,2.075443955146102,130.15917037669055,-113.62129255358693,111.49686008142012,-113.62129255358693,1.0,6.0,30.0,0.0,64.0,0.031
0.8300000000000001,1.4144611300565915,1.5981875527578888,-0.00025144595656702295,0.0,0.0,1.6600000000000001,0.19555864616133598,0.2830632497171216,0.03650646364781975,112.07977658298628,-124.91584096510121,130.15917037669055,-114.45983097818038,1.0,6.0,30.0,0.0,64.0,0.031
0.84,1.4516924158058615,1.6388680726067801,-0.0002544086162108279,0.0,0.0,1.6800000000000002,0.09979163540443986,2.176665321514272,1.1238627203997047,130.15917037669055,-130.15917037669055,130.15917037669055,-93.60066994625534,1.0,6.0,30.0,0.0,64.0,0.031
0.85,1.4893727421100513,1.6800914680691994,-0.00025681218722653964,0.0,0.0,1.7,-1.5472762356577618,-0.48485229137191216,-1.730642636090753,130.15917037669055,-118.57056944796705,106.54758318703998,-119.71234830862454,1.0,6.0,30.0,0.0,64.0,0.031
0.86,1.5275483130702754,1.7217793814289846,-0.0002605066124726864,0.0,0.0,1.72,0.2991606728770855,0.3363243647610891,-0.6350337349225645,106.41117440445299,-125.99094547678243,130.15917037669055,-126.22367421992476,0.0,3.0,30.0,0.0,30.0,0.031
0.87,1.5661678015166658,1.7640239358499132,-0.00026314889827369403,0.0,0.0,1.7399999999999998,0.244327115992954,2.2742015596668943,0.38114349488498517,130.15917037669055,-130.15917037669055,122.21150770890821,-102.9066449260988,0.0,3.0,30.0,0.0,30.0,0.031
0.88,1.6052542737657944,1.8068054844085244,-0.000265962014099315,0.0,0.0,1.7600000000000002,-1.426825237898647,-0.46406517366707195,-2.32621491625486,130.15917037669055,-127.44082696629076,97.67732566871626,-127.44082696629076,0.0,3.0,30.0,0.0,30.0,0.031
